Origin,Dest,DepTime,Weather,Airline,Duration,Day,Delayed
LHR,SIN,23,Clear,Qatar Airways,20,Saturday,No
DOH,HND,0,Rain,Air India,80,Wednesday,Yes
JFK,HND,5,Clear,Emirates,90,Monday,Yes
LHR,SIN,11,Clear,British Airways,110,Monday,No
DOH,HND,20,Clear,Emirates,140,Sunday,No
DOH,CDG,2,Fog,British Airways,40,Friday,Yes
JFK,DEL,0,Clear,Air India,70,Tuesday,Yes
DXB,CDG,22,Clear,Emirates,80,Friday,Yes
DOH,SIN,23,Clear,Air India,50,Tuesday,Yes
JFK,DEL,22,Rain,Air India,110,Wednesday,Yes
JFK,CDG,6,Clear,Emirates,40,Sunday,Yes
DOH,CDG,11,Fog,Qatar Airways,50,Wednesday,Yes
DOH,HND,21,Clear,Emirates,90,Saturday,No
LHR,CDG,5,Clear,Qatar Airways,50,Friday,Yes
DOH,SIN,16,Storm,Air India,150,Saturday,Yes
LHR,CDG,17,Storm,British Airways,90,Tuesday,Yes
JFK,SIN,10,Clear,British Airways,150,Sunday,Yes
DXB,SIN,8,Clear,British Airways,130,Wednesday,No
JFK,HND,18,Clear,Qatar Airways,30,Thursday,No
LHR,CDG,2,Storm,Air India,130,Saturday,Yes
DXB,SIN,14,Clear,British Airways,90,Tuesday,No
LHR,SIN,14,Rain,British Airways,100,Sunday,Yes
LHR,CDG,2,Storm,British Airways,50,Friday,Yes
JFK,HND,14,Fog,Emirates,90,Friday,Yes
JFK,CDG,2,Fog,Air India,40,Tuesday,Yes
LHR,HND,10,Fog,British Airways,110,Wednesday,Yes
DOH,SIN,13,Rain,Emirates,20,Tuesday,No
DXB,CDG,10,Fog,Qatar Airways,90,Sunday,Yes
LHR,HND,3,Rain,Emirates,80,Friday,Yes
JFK,CDG,11,Clear,Qatar Airways,40,Thursday,No
JFK,SIN,19,Clear,Emirates,80,Wednesday,No
DOH,SIN,8,Clear,Emirates,100,Thursday,No
DXB,DEL,7,Rain,Qatar Airways,70,Friday,Yes
DXB,CDG,21,Rain,Air India,90,Monday,No
DXB,CDG,1,Fog,Qatar Airways,20,Saturday,Yes
LHR,SIN,20,Rain,Air India,120,Friday,Yes
DXB,CDG,11,Clear,Air India,60,Sunday,No
DOH,CDG,1,Storm,Emirates,110,Friday,Yes
DOH,HND,11,Fog,Qatar Airways,50,Tuesday,Yes
DOH,DEL,13,Clear,Qatar Airways,70,Wednesday,No
DXB,HND,23,Clear,British Airways,150,Friday,Yes
LHR,HND,5,Clear,Emirates,40,Tuesday,Yes
DOH,DEL,14,Rain,British Airways,20,Tuesday,Yes
DOH,DEL,16,Storm,Qatar Airways,140,Friday,Yes
JFK,HND,12,Storm,Qatar Airways,60,Thursday,No
DOH,HND,9,Rain,Qatar Airways,20,Tuesday,Yes
DXB,CDG,2,Clear,British Airways,40,Thursday,Yes
JFK,SIN,7,Clear,Air India,20,Friday,Yes
DOH,HND,8,Clear,Emirates,30,Thursday,No
LHR,CDG,2,Clear,Qatar Airways,30,Sunday,Yes
JFK,HND,20,Clear,Qatar Airways,120,Thursday,No
DXB,HND,5,Clear,British Airways,80,Thursday,Yes
JFK,HND,14,Rain,Emirates,130,Friday,Yes
DOH,HND,1,Clear,British Airways,110,Monday,Yes
DOH,HND,7,Rain,Emirates,140,Monday,Yes
LHR,CDG,0,Rain,British Airways,50,Friday,Yes
JFK,HND,21,Fog,Air India,140,Monday,Yes
DXB,HND,2,Rain,Air India,140,Friday,Yes
DXB,DEL,13,Storm,Qatar Airways,20,Thursday,Yes
LHR,DEL,9,Rain,Air India,150,Sunday,Yes
LHR,DEL,20,Rain,British Airways,140,Saturday,Yes
LHR,HND,8,Clear,Emirates,110,Monday,No
JFK,DEL,11,Clear,Qatar Airways,60,Saturday,No
LHR,SIN,8,Rain,Air India,130,Tuesday,Yes
LHR,SIN,22,Fog,Air India,50,Saturday,Yes
LHR,DEL,16,Clear,British Airways,90,Tuesday,No
DOH,HND,0,Clear,Air India,120,Friday,Yes
LHR,SIN,14,Storm,Air India,60,Tuesday,Yes
JFK,SIN,3,Clear,Qatar Airways,30,Saturday,Yes
LHR,SIN,0,Clear,Air India,120,Tuesday,Yes
LHR,HND,14,Storm,Emirates,100,Saturday,Yes
DXB,HND,16,Clear,Qatar Airways,140,Thursday,No
DXB,SIN,4,Clear,Air India,40,Thursday,Yes
LHR,SIN,18,Rain,Qatar Airways,40,Monday,No
JFK,HND,17,Clear,Emirates,80,Saturday,No
LHR,SIN,22,Rain,Qatar Airways,90,Thursday,Yes
LHR,CDG,12,Clear,Air India,70,Tuesday,No
JFK,CDG,0,Clear,British Airways,90,Wednesday,Yes
JFK,CDG,19,Clear,Qatar Airways,150,Thursday,No
JFK,CDG,7,Clear,Air India,110,Sunday,Yes
JFK,SIN,11,Fog,Air India,130,Friday,Yes
DOH,CDG,8,Clear,Qatar Airways,140,Wednesday,No
DOH,SIN,20,Clear,Air India,110,Wednesday,No
DXB,CDG,22,Rain,Air India,30,Wednesday,No
DOH,DEL,0,Rain,British Airways,80,Friday,Yes
LHR,HND,2,Clear,Emirates,110,Tuesday,Yes
DOH,CDG,20,Fog,Emirates,110,Saturday,Yes
DOH,HND,2,Clear,Qatar Airways,20,Friday,Yes
JFK,DEL,23,Clear,British Airways,30,Wednesday,No
JFK,HND,2,Fog,Air India,60,Saturday,Yes
DXB,SIN,11,Clear,Qatar Airways,90,Friday,No
JFK,DEL,7,Rain,Air India,130,Thursday,Yes
JFK,DEL,11,Rain,Air India,130,Thursday,Yes
JFK,HND,14,Storm,Emirates,110,Friday,Yes
JFK,HND,23,Rain,Qatar Airways,120,Friday,Yes
DXB,CDG,20,Clear,British Airways,100,Wednesday,No
DXB,HND,23,Fog,Emirates,150,Sunday,Yes
DXB,SIN,20,Clear,British Airways,150,Sunday,No
JFK,DEL,18,Fog,Air India,120,Saturday,No
LHR,DEL,12,Clear,British Airways,50,Thursday,No
JFK,CDG,9,Fog,Qatar Airways,130,Wednesday,Yes
JFK,DEL,22,Clear,British Airways,60,Thursday,No
JFK,SIN,15,Rain,British Airways,90,Friday,Yes
JFK,HND,8,Clear,Qatar Airways,130,Saturday,No
JFK,HND,9,Fog,Air India,40,Sunday,Yes
DOH,HND,5,Fog,Emirates,40,Friday,Yes
DOH,CDG,19,Clear,Air India,110,Monday,No
LHR,DEL,17,Storm,Qatar Airways,100,Saturday,Yes
LHR,DEL,21,Clear,Air India,30,Wednesday,Yes
JFK,DEL,7,Clear,British Airways,120,Monday,No
LHR,SIN,4,Clear,Emirates,110,Tuesday,Yes
DXB,CDG,10,Fog,Air India,140,Monday,Yes
DXB,SIN,11,Storm,British Airways,120,Monday,No
DOH,DEL,2,Fog,Air India,130,Monday,Yes
JFK,HND,12,Fog,Air India,40,Wednesday,Yes
LHR,CDG,16,Storm,Qatar Airways,20,Wednesday,No
LHR,DEL,16,Fog,Qatar Airways,120,Monday,Yes
LHR,HND,13,Rain,Air India,20,Tuesday,Yes
DXB,HND,7,Clear,Emirates,70,Thursday,No
JFK,CDG,6,Rain,Emirates,30,Thursday,No
LHR,DEL,19,Rain,Emirates,40,Sunday,Yes
LHR,CDG,10,Clear,Air India,90,Saturday,No
JFK,SIN,16,Clear,Emirates,80,Sunday,Yes
DXB,DEL,12,Fog,Emirates,20,Friday,Yes
DOH,HND,4,Rain,British Airways,120,Saturday,Yes
DXB,CDG,21,Fog,Air India,140,Saturday,No
DOH,HND,5,Fog,Emirates,130,Tuesday,Yes
DXB,SIN,9,Fog,Qatar Airways,60,Monday,Yes
DXB,DEL,6,Clear,Air India,130,Thursday,Yes
DXB,HND,7,Rain,Air India,80,Monday,Yes
DOH,HND,0,Clear,Qatar Airways,60,Friday,Yes
JFK,DEL,18,Fog,Emirates,30,Tuesday,No
JFK,SIN,8,Clear,Air India,30,Monday,No
LHR,HND,19,Storm,British Airways,140,Saturday,Yes
DXB,DEL,19,Clear,Emirates,70,Monday,No
DOH,DEL,1,Storm,Emirates,130,Tuesday,Yes
DXB,DEL,10,Rain,British Airways,20,Wednesday,No
JFK,CDG,14,Clear,British Airways,60,Thursday,No
LHR,SIN,8,Rain,Emirates,20,Friday,No
DOH,HND,13,Storm,Air India,110,Monday,Yes
JFK,CDG,19,Clear,Air India,60,Monday,No
DXB,HND,2,Rain,Air India,90,Wednesday,Yes
JFK,SIN,21,Clear,Qatar Airways,100,Sunday,Yes
DXB,HND,19,Clear,Air India,50,Thursday,Yes
JFK,DEL,20,Clear,British Airways,120,Tuesday,No
DXB,HND,5,Clear,Air India,130,Tuesday,Yes
LHR,DEL,18,Fog,Qatar Airways,100,Monday,Yes
LHR,CDG,5,Storm,British Airways,30,Sunday,Yes
DOH,CDG,11,Clear,Emirates,150,Tuesday,No
LHR,HND,9,Clear,Air India,110,Tuesday,Yes
LHR,SIN,11,Fog,Emirates,50,Sunday,Yes
DOH,DEL,3,Clear,British Airways,100,Sunday,Yes
DOH,HND,14,Clear,Air India,80,Thursday,Yes
JFK,HND,12,Storm,Air India,40,Wednesday,Yes
LHR,HND,20,Clear,British Airways,100,Monday,No
DXB,HND,20,Fog,British Airways,20,Friday,No
DXB,DEL,8,Clear,British Airways,130,Thursday,No
DOH,SIN,8,Clear,British Airways,30,Saturday,No
DXB,SIN,21,Storm,Qatar Airways,140,Sunday,Yes
JFK,DEL,3,Clear,British Airways,90,Sunday,Yes
LHR,CDG,22,Storm,Emirates,30,Wednesday,Yes
JFK,SIN,15,Clear,Qatar Airways,100,Sunday,Yes
DXB,HND,7,Fog,Air India,90,Thursday,Yes
JFK,CDG,1,Fog,British Airways,140,Sunday,Yes
DOH,DEL,15,Clear,Qatar Airways,120,Thursday,No
LHR,HND,22,Rain,Qatar Airways,150,Friday,Yes
LHR,HND,16,Clear,Qatar Airways,60,Saturday,No
DXB,HND,21,Clear,Emirates,120,Tuesday,No
LHR,DEL,22,Fog,Air India,70,Wednesday,Yes
JFK,CDG,18,Clear,British Airways,20,Monday,No
LHR,HND,22,Fog,Qatar Airways,120,Sunday,Yes
JFK,CDG,13,Rain,British Airways,70,Sunday,Yes
DOH,DEL,22,Fog,Emirates,20,Thursday,Yes
LHR,SIN,14,Rain,Qatar Airways,150,Wednesday,No
DOH,HND,16,Clear,British Airways,140,Monday,No
DXB,SIN,3,Fog,Emirates,30,Sunday,Yes
JFK,DEL,8,Clear,Emirates,50,Saturday,No
DXB,DEL,8,Clear,Qatar Airways,150,Monday,No
DOH,SIN,21,Rain,British Airways,120,Sunday,Yes
LHR,DEL,12,Rain,Air India,50,Thursday,Yes
JFK,HND,22,Clear,Emirates,60,Sunday,Yes
LHR,HND,14,Fog,Emirates,20,Wednesday,Yes
DOH,DEL,2,Clear,Qatar Airways,40,Wednesday,Yes
LHR,SIN,23,Clear,Emirates,50,Monday,No
JFK,DEL,16,Rain,British Airways,20,Friday,Yes
JFK,CDG,16,Clear,Emirates,120,Wednesday,No
JFK,DEL,18,Clear,Emirates,110,Friday,No
DXB,DEL,21,Clear,Air India,130,Tuesday,Yes
JFK,DEL,6,Rain,Air India,120,Thursday,Yes
DXB,CDG,20,Storm,British Airways,70,Wednesday,Yes
LHR,SIN,3,Clear,Qatar Airways,50,Saturday,Yes
DXB,CDG,11,Clear,Air India,70,Wednesday,Yes
LHR,HND,1,Clear,British Airways,40,Monday,Yes
JFK,DEL,15,Rain,British Airways,70,Sunday,Yes
LHR,SIN,21,Clear,Qatar Airways,30,Wednesday,No
LHR,DEL,15,Clear,Emirates,140,Tuesday,No
DOH,DEL,12,Clear,Qatar Airways,90,Saturday,No
LHR,CDG,13,Clear,Qatar Airways,150,Friday,Yes
DXB,DEL,20,Fog,Emirates,70,Wednesday,Yes
LHR,HND,20,Clear,British Airways,110,Wednesday,No
JFK,SIN,18,Fog,British Airways,40,Thursday,Yes
LHR,CDG,18,Clear,British Airways,70,Tuesday,No
DXB,SIN,22,Clear,British Airways,120,Thursday,No
JFK,HND,15,Clear,Qatar Airways,120,Saturday,No
DOH,SIN,22,Clear,Air India,60,Monday,No
LHR,CDG,16,Clear,Qatar Airways,40,Tuesday,No
DOH,CDG,18,Clear,Qatar Airways,150,Monday,No
DOH,CDG,22,Clear,Air India,60,Friday,No
DOH,HND,19,Rain,Emirates,120,Saturday,Yes
DXB,CDG,15,Clear,Emirates,140,Friday,Yes
LHR,SIN,6,Rain,British Airways,50,Tuesday,Yes
DOH,HND,15,Rain,Air India,30,Saturday,Yes
DXB,SIN,13,Rain,Air India,40,Tuesday,No
LHR,DEL,1,Clear,Qatar Airways,70,Wednesday,Yes
DXB,HND,20,Rain,Qatar Airways,110,Thursday,Yes
DXB,DEL,4,Clear,Qatar Airways,100,Wednesday,Yes
LHR,DEL,15,Clear,British Airways,40,Tuesday,No
DXB,DEL,13,Storm,British Airways,100,Friday,Yes
DXB,HND,19,Rain,Emirates,50,Tuesday,No
JFK,CDG,12,Clear,Air India,150,Saturday,Yes
JFK,SIN,15,Clear,Emirates,110,Sunday,Yes
DOH,HND,16,Rain,Air India,20,Tuesday,Yes
LHR,HND,20,Storm,Qatar Airways,50,Wednesday,Yes
DXB,SIN,14,Clear,Emirates,20,Tuesday,No
JFK,CDG,21,Clear,Emirates,70,Saturday,No
JFK,HND,2,Fog,British Airways,150,Monday,Yes
LHR,DEL,10,Fog,British Airways,50,Tuesday,Yes
DXB,CDG,12,Clear,Qatar Airways,20,Tuesday,No
JFK,CDG,15,Fog,Qatar Airways,110,Thursday,Yes
JFK,DEL,14,Clear,Qatar Airways,50,Sunday,No
JFK,SIN,23,Fog,Emirates,110,Friday,No
JFK,HND,20,Clear,Qatar Airways,20,Sunday,No
DOH,HND,7,Rain,Air India,20,Saturday,Yes
DOH,SIN,16,Clear,Emirates,100,Sunday,Yes
LHR,DEL,18,Clear,British Airways,50,Saturday,No
DXB,HND,14,Clear,British Airways,140,Thursday,No
LHR,CDG,17,Rain,Air India,40,Sunday,Yes
DXB,SIN,20,Rain,British Airways,90,Thursday,Yes
DOH,SIN,2,Rain,British Airways,60,Thursday,Yes
DOH,SIN,12,Clear,Emirates,30,Wednesday,No
DXB,DEL,10,Clear,Emirates,140,Wednesday,No
DOH,HND,7,Fog,Emirates,30,Tuesday,Yes
JFK,DEL,10,Fog,British Airways,50,Wednesday,Yes
JFK,HND,23,Clear,Air India,100,Monday,No
JFK,SIN,22,Clear,Qatar Airways,50,Saturday,No
JFK,DEL,10,Rain,Qatar Airways,60,Wednesday,Yes
DXB,SIN,6,Clear,British Airways,60,Saturday,No
DXB,SIN,19,Fog,Air India,70,Saturday,Yes
LHR,DEL,5,Rain,Qatar Airways,120,Sunday,Yes
LHR,DEL,11,Rain,Emirates,20,Wednesday,No
DXB,HND,13,Fog,British Airways,110,Monday,Yes
DOH,SIN,7,Clear,Air India,60,Tuesday,Yes
DXB,CDG,3,Clear,British Airways,40,Sunday,Yes
JFK,CDG,6,Rain,British Airways,90,Friday,Yes
LHR,HND,6,Fog,Air India,30,Monday,Yes
LHR,CDG,10,Storm,British Airways,120,Saturday,No
JFK,HND,7,Clear,British Airways,110,Saturday,No
JFK,DEL,16,Clear,Air India,150,Sunday,No
JFK,CDG,8,Clear,Emirates,50,Sunday,Yes
JFK,SIN,0,Rain,British Airways,70,Thursday,Yes
DXB,HND,11,Rain,Qatar Airways,130,Tuesday,No
DXB,DEL,6,Clear,Air India,140,Tuesday,Yes
LHR,HND,17,Clear,Emirates,90,Tuesday,No
DXB,SIN,0,Rain,Air India,70,Tuesday,Yes
DXB,HND,19,Rain,British Airways,150,Monday,Yes
DOH,DEL,19,Clear,Qatar Airways,50,Thursday,No
DOH,SIN,1,Clear,Air India,120,Thursday,Yes
LHR,HND,21,Rain,Qatar Airways,110,Tuesday,Yes
DXB,DEL,0,Rain,Qatar Airways,30,Friday,Yes
DXB,DEL,9,Storm,Qatar Airways,130,Sunday,Yes
JFK,HND,14,Fog,British Airways,70,Thursday,Yes
LHR,SIN,19,Fog,British Airways,150,Friday,Yes
DOH,DEL,2,Clear,Air India,20,Tuesday,Yes
DOH,DEL,10,Clear,British Airways,120,Monday,No
DXB,CDG,17,Rain,Qatar Airways,60,Sunday,Yes
JFK,CDG,8,Clear,Emirates,80,Monday,No
LHR,HND,22,Fog,Qatar Airways,30,Thursday,Yes
JFK,SIN,3,Rain,Qatar Airways,100,Monday,Yes
DXB,CDG,7,Rain,Air India,50,Thursday,Yes
DXB,SIN,13,Clear,Air India,80,Monday,No
JFK,CDG,0,Clear,Qatar Airways,40,Tuesday,Yes
DXB,SIN,15,Clear,Air India,90,Sunday,Yes
DOH,SIN,18,Clear,Emirates,40,Tuesday,No
JFK,SIN,0,Fog,Air India,60,Sunday,Yes
LHR,SIN,9,Fog,Emirates,30,Monday,Yes
JFK,DEL,10,Rain,Emirates,60,Tuesday,No
LHR,HND,21,Rain,British Airways,40,Sunday,Yes
DXB,HND,3,Clear,British Airways,60,Friday,Yes
LHR,SIN,21,Clear,Qatar Airways,130,Monday,No
LHR,CDG,17,Rain,Emirates,140,Wednesday,Yes
JFK,CDG,22,Clear,Qatar Airways,50,Saturday,No
LHR,DEL,5,Rain,Air India,40,Tuesday,Yes
DXB,SIN,16,Rain,Air India,20,Sunday,Yes
JFK,SIN,1,Clear,Emirates,80,Thursday,Yes
JFK,CDG,10,Rain,Qatar Airways,70,Tuesday,No
DOH,HND,9,Clear,British Airways,120,Tuesday,No
JFK,HND,6,Fog,Air India,50,Tuesday,Yes
JFK,CDG,19,Rain,Qatar Airways,60,Tuesday,Yes
JFK,SIN,5,Clear,Emirates,50,Saturday,Yes
DOH,CDG,20,Clear,Qatar Airways,80,Wednesday,No
JFK,HND,20,Clear,Emirates,50,Sunday,Yes
DOH,SIN,16,Clear,Emirates,150,Saturday,No
JFK,CDG,22,Clear,Emirates,120,Thursday,No
JFK,DEL,10,Fog,Qatar Airways,120,Tuesday,Yes
LHR,DEL,3,Clear,British Airways,110,Tuesday,Yes
DXB,CDG,13,Clear,Emirates,80,Friday,No
DXB,CDG,4,Fog,British Airways,70,Monday,Yes
JFK,HND,4,Clear,Air India,120,Tuesday,Yes
LHR,DEL,4,Clear,Emirates,30,Tuesday,Yes
LHR,CDG,2,Clear,Qatar Airways,80,Saturday,Yes
DXB,HND,7,Rain,Air India,40,Tuesday,No
DXB,HND,22,Clear,Emirates,20,Friday,No
DOH,SIN,3,Clear,British Airways,150,Thursday,Yes
DOH,CDG,17,Clear,Emirates,80,Wednesday,No
DXB,CDG,2,Storm,Qatar Airways,100,Saturday,Yes
DOH,CDG,13,Clear,Emirates,20,Thursday,No
DOH,SIN,0,Storm,Air India,20,Thursday,Yes
DOH,HND,6,Clear,Qatar Airways,100,Monday,No
LHR,SIN,21,Rain,Emirates,80,Sunday,Yes
DOH,DEL,1,Fog,Air India,20,Tuesday,Yes
DXB,SIN,22,Clear,Emirates,80,Tuesday,No
JFK,HND,7,Clear,Emirates,110,Wednesday,No
JFK,CDG,11,Fog,Emirates,120,Thursday,Yes
DXB,DEL,6,Rain,Emirates,40,Monday,Yes
DXB,SIN,15,Rain,Air India,120,Sunday,Yes
JFK,CDG,8,Clear,Air India,80,Thursday,Yes
JFK,DEL,1,Storm,Air India,60,Monday,Yes
DOH,CDG,17,Clear,Qatar Airways,70,Wednesday,No
LHR,DEL,16,Clear,Emirates,40,Saturday,No
DOH,SIN,7,Clear,Air India,90,Sunday,Yes
DXB,SIN,4,Clear,British Airways,120,Friday,Yes
LHR,SIN,21,Clear,British Airways,120,Thursday,No
DXB,SIN,10,Clear,Qatar Airways,50,Sunday,No
LHR,HND,9,Rain,British Airways,20,Sunday,Yes
DXB,SIN,10,Clear,Emirates,100,Tuesday,No
JFK,CDG,0,Clear,Qatar Airways,50,Wednesday,Yes
DOH,CDG,12,Clear,Air India,120,Tuesday,Yes
LHR,HND,18,Clear,Emirates,20,Monday,No
DXB,HND,15,Fog,Emirates,50,Friday,Yes
JFK,SIN,5,Fog,Air India,130,Thursday,Yes
JFK,DEL,5,Fog,Qatar Airways,150,Saturday,Yes
DXB,SIN,3,Clear,Qatar Airways,80,Saturday,Yes
JFK,SIN,3,Clear,Qatar Airways,50,Monday,Yes
JFK,DEL,19,Rain,Air India,110,Tuesday,Yes
LHR,HND,2,Rain,Qatar Airways,30,Friday,Yes
DOH,DEL,1,Rain,British Airways,150,Wednesday,Yes
DOH,DEL,22,Clear,Qatar Airways,70,Friday,No
DXB,DEL,1,Fog,Air India,100,Sunday,Yes
JFK,DEL,19,Fog,Air India,150,Wednesday,No
DOH,DEL,22,Fog,Qatar Airways,60,Thursday,No
LHR,CDG,3,Fog,Qatar Airways,130,Monday,Yes
DXB,SIN,15,Rain,Air India,140,Saturday,Yes
DOH,CDG,11,Rain,Qatar Airways,120,Thursday,Yes
LHR,SIN,2,Clear,British Airways,130,Thursday,Yes
JFK,HND,5,Clear,Emirates,140,Thursday,Yes
JFK,HND,23,Storm,Air India,20,Tuesday,Yes
DXB,DEL,20,Clear,Emirates,80,Thursday,No
JFK,CDG,14,Clear,Emirates,120,Friday,No
DOH,CDG,17,Fog,Emirates,30,Friday,Yes
DOH,HND,17,Storm,Air India,30,Sunday,Yes
LHR,HND,11,Clear,British Airways,90,Monday,No
JFK,DEL,12,Fog,British Airways,70,Friday,No
JFK,HND,0,Clear,British Airways,60,Sunday,Yes
LHR,SIN,0,Fog,Air India,80,Wednesday,Yes
JFK,CDG,19,Rain,Air India,130,Tuesday,Yes
JFK,CDG,8,Rain,Emirates,120,Friday,Yes
LHR,HND,8,Fog,Emirates,100,Monday,No
DXB,CDG,4,Fog,Emirates,150,Monday,Yes
DOH,CDG,20,Fog,Qatar Airways,110,Monday,Yes
DOH,SIN,8,Fog,Emirates,60,Tuesday,Yes
DOH,DEL,23,Storm,Qatar Airways,140,Wednesday,No
DXB,CDG,6,Clear,British Airways,20,Wednesday,No
DOH,SIN,23,Clear,British Airways,70,Tuesday,No
DXB,HND,21,Clear,Emirates,120,Tuesday,No
LHR,HND,18,Clear,British Airways,150,Saturday,No
DXB,SIN,12,Clear,British Airways,40,Saturday,No
DOH,DEL,12,Storm,Air India,80,Wednesday,Yes
LHR,SIN,0,Clear,British Airways,60,Monday,Yes
DXB,SIN,19,Clear,British Airways,150,Monday,No
LHR,CDG,4,Storm,Qatar Airways,120,Friday,Yes
JFK,DEL,12,Clear,Emirates,80,Wednesday,No
LHR,SIN,3,Clear,Qatar Airways,100,Wednesday,Yes
DXB,HND,8,Clear,Air India,150,Monday,Yes
JFK,SIN,5,Clear,Air India,100,Tuesday,Yes
JFK,HND,8,Rain,Qatar Airways,60,Sunday,No
DOH,DEL,18,Clear,Qatar Airways,80,Friday,No
DXB,SIN,10,Clear,Qatar Airways,100,Monday,No
DOH,HND,6,Fog,British Airways,80,Sunday,Yes
JFK,DEL,2,Rain,Qatar Airways,50,Wednesday,Yes
DOH,CDG,20,Fog,Emirates,100,Sunday,Yes
LHR,SIN,15,Clear,Air India,150,Wednesday,Yes
DXB,CDG,23,Clear,Air India,30,Friday,Yes
DXB,SIN,8,Fog,Qatar Airways,110,Wednesday,Yes
DOH,CDG,16,Clear,Qatar Airways,90,Saturday,No
DOH,CDG,10,Fog,British Airways,100,Sunday,No
JFK,CDG,3,Clear,British Airways,150,Monday,Yes
DOH,CDG,17,Rain,British Airways,110,Saturday,No
DOH,HND,13,Rain,Air India,120,Sunday,Yes
DXB,HND,20,Clear,Air India,40,Saturday,Yes
LHR,SIN,1,Fog,British Airways,100,Tuesday,Yes
JFK,DEL,10,Rain,Emirates,110,Wednesday,Yes
JFK,CDG,18,Rain,Qatar Airways,30,Monday,Yes
DOH,CDG,6,Clear,British Airways,20,Wednesday,No
LHR,CDG,12,Clear,British Airways,150,Thursday,No
DOH,DEL,10,Clear,Emirates,140,Tuesday,No
JFK,HND,22,Rain,Qatar Airways,130,Saturday,No
LHR,SIN,16,Storm,Air India,20,Friday,Yes
DOH,SIN,21,Clear,Qatar Airways,30,Thursday,No
JFK,CDG,7,Clear,Emirates,50,Monday,No
JFK,HND,10,Clear,Qatar Airways,80,Friday,Yes
JFK,SIN,21,Clear,Air India,40,Friday,Yes
LHR,HND,21,Storm,British Airways,150,Monday,Yes
DXB,DEL,5,Fog,Air India,120,Sunday,Yes
DXB,HND,0,Rain,Air India,140,Saturday,Yes
LHR,SIN,1,Rain,Qatar Airways,40,Tuesday,Yes
JFK,DEL,3,Clear,Air India,100,Thursday,Yes
JFK,SIN,12,Rain,Air India,140,Monday,Yes
LHR,SIN,22,Storm,Qatar Airways,40,Tuesday,Yes
DOH,DEL,22,Fog,Emirates,120,Wednesday,Yes
JFK,HND,13,Rain,Air India,60,Thursday,Yes
DXB,SIN,12,Clear,British Airways,150,Monday,No
DXB,DEL,15,Fog,Emirates,150,Thursday,Yes
LHR,CDG,21,Rain,British Airways,100,Friday,No
LHR,DEL,8,Clear,Qatar Airways,110,Sunday,Yes
DXB,SIN,1,Clear,Emirates,130,Thursday,Yes
DXB,SIN,13,Clear,Air India,100,Friday,Yes
LHR,CDG,23,Clear,Emirates,110,Saturday,No
DXB,CDG,4,Clear,Air India,50,Saturday,Yes
DOH,HND,10,Clear,Air India,80,Friday,Yes
DXB,CDG,8,Clear,Emirates,90,Thursday,No
LHR,DEL,9,Clear,British Airways,40,Saturday,No
DOH,CDG,4,Clear,Emirates,80,Sunday,Yes
JFK,CDG,8,Clear,Air India,100,Tuesday,Yes
LHR,SIN,21,Clear,Emirates,100,Saturday,No
JFK,SIN,8,Rain,Air India,20,Friday,Yes
JFK,CDG,19,Clear,Air India,40,Friday,Yes
JFK,SIN,12,Fog,Qatar Airways,30,Tuesday,Yes
DXB,CDG,7,Clear,Emirates,110,Sunday,No
DXB,SIN,4,Clear,Qatar Airways,140,Friday,Yes
DXB,CDG,21,Clear,Qatar Airways,50,Friday,No
DOH,CDG,8,Clear,Air India,60,Friday,Yes
DOH,DEL,11,Rain,British Airways,150,Friday,Yes
LHR,CDG,1,Clear,Air India,20,Sunday,Yes
DXB,DEL,22,Clear,Emirates,20,Wednesday,No
JFK,HND,11,Rain,Air India,40,Monday,Yes
DXB,CDG,22,Clear,Emirates,130,Wednesday,No
JFK,HND,23,Clear,Qatar Airways,30,Sunday,Yes
JFK,SIN,3,Fog,Air India,20,Thursday,Yes
DOH,SIN,2,Rain,Emirates,150,Wednesday,Yes
DOH,SIN,3,Clear,British Airways,110,Sunday,Yes
DXB,HND,20,Fog,Qatar Airways,50,Tuesday,Yes
DXB,CDG,13,Clear,Emirates,40,Saturday,No
DOH,CDG,16,Clear,Emirates,140,Thursday,No
DXB,CDG,7,Storm,Emirates,40,Monday,Yes
DOH,SIN,4,Rain,Qatar Airways,80,Sunday,Yes
JFK,CDG,23,Rain,Qatar Airways,130,Sunday,No
DOH,SIN,8,Fog,British Airways,20,Saturday,No
JFK,SIN,1,Fog,Air India,150,Wednesday,Yes
DOH,DEL,10,Rain,British Airways,150,Saturday,Yes
DOH,HND,9,Clear,Qatar Airways,50,Sunday,Yes
DXB,SIN,19,Clear,British Airways,90,Monday,No
JFK,SIN,14,Clear,British Airways,60,Saturday,No
DXB,DEL,3,Clear,Qatar Airways,80,Friday,Yes
DOH,SIN,18,Clear,Qatar Airways,110,Monday,No
LHR,CDG,6,Rain,British Airways,20,Sunday,Yes
DXB,CDG,14,Rain,Air India,120,Sunday,Yes
DXB,SIN,3,Rain,Air India,60,Thursday,Yes
JFK,DEL,2,Clear,British Airways,140,Friday,Yes
DOH,SIN,5,Storm,Air India,50,Sunday,Yes
DOH,DEL,13,Storm,Emirates,70,Sunday,Yes
LHR,HND,11,Fog,Qatar Airways,90,Thursday,Yes
JFK,CDG,23,Clear,Emirates,150,Monday,No
DOH,DEL,11,Storm,British Airways,60,Thursday,Yes
